Ensembl Gene ID	Ensembl Transcript ID	dN	% Identity with respect to query gene	Mouse Ensembl Gene ID	dS
ENSG00000165417	ENST00000434192	0.01490	97	ENSMUSG00000020962	0.43170
ENSG00000165417	ENST00000434192	0.04910	88	ENSMUSG00000094374	0.41470
ENSG00000165417	ENST00000556268	0.01490	97	ENSMUSG00000020962	0.43170
ENSG00000165417	ENST00000556268	0.04910	88	ENSMUSG00000094374	0.41470
ENSG00000164690	ENST00000297261	0.05090	85	ENSMUSG00000002633	0.84510
ENSG00000164690	ENST00000441114	0.05090	85	ENSMUSG00000002633	0.84510
ENSG00000164690	ENST00000430104	0.05090	85	ENSMUSG00000002633	0.84510
ENSG00000164690	ENST00000435425	0.05090	85	ENSMUSG00000002633	0.84510
ENSG00000164690	ENST00000472308	0.05090	85	ENSMUSG00000002633	0.84510
ENSG00000006468	ENST00000430479	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000405192	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000405358	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000403527	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000405218	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000443137	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000403685	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000493831	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000472931	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000438956	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000476720	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000443608	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000497115	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000476355	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000421381	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000431887	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000460438	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000483075	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000433547	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000485475	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000420159	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000399357	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000006468	ENST00000242066	0.00950	98	ENSMUSG00000004151	0.26470
ENSG00000169627	ENST00000569282	0.06400	49	ENSMUSG00000047721	0.51270
ENSG00000169627	ENST00000567436	0.06400	49	ENSMUSG00000047721	0.51270
ENSG00000169627	ENST00000565525	0.06400	49	ENSMUSG00000047721	0.51270
ENSG00000169627	ENST00000305321	0.06400	49	ENSMUSG00000047721	0.51270
ENSG00000141968	ENST00000304076	0.03470	93	ENSMUSG00000034116	0.95290
ENSG00000141968	ENST00000602142	0.03470	93	ENSMUSG00000034116	0.95290
ENSG00000141968	ENST00000596764	0.03470	93	ENSMUSG00000034116	0.95290
ENSG00000141968	ENST00000599806	0.03470	93	ENSMUSG00000034116	0.95290
ENSG00000141968	ENST00000594082	0.03470	93	ENSMUSG00000034116	0.95290
ENSG00000141968	ENST00000597967	0.03470	93	ENSMUSG00000034116	0.95290
ENSG00000141968	ENST00000601452	0.03470	93	ENSMUSG00000034116	0.95290
ENSG00000141968	ENST00000600396	0.03470	93	ENSMUSG00000034116	0.95290
ENSG00000141968	ENST00000598270	0.03470	93	ENSMUSG00000034116	0.95290
ENSG00000141968	ENST00000539284	0.03470	93	ENSMUSG00000034116	0.95290
ENSG00000181315	ENST00000415922	0.07350	86	ENSMUSG00000046351	0.53710
ENSG00000181315	ENST00000471278	0.07350	86	ENSMUSG00000046351	0.53710
ENSG00000181315	ENST00000480036	0.07350	86	ENSMUSG00000046351	0.53710
ENSG00000181315	ENST00000465674	0.07350	86	ENSMUSG00000046351	0.53710
ENSG00000181315	ENST00000461899	0.07350	86	ENSMUSG00000046351	0.53710
ENSG00000181315	ENST00000622479	0.07350	86	ENSMUSG00000046351	0.53710
ENSG00000181315	ENST00000607204	0.07350	86	ENSMUSG00000046351	0.53710
ENSG00000181315	ENST00000456172	0.07350	86	ENSMUSG00000046351	0.53710
ENSG00000196605	ENST00000589453				
ENSG00000196605	ENST00000588267				
ENSG00000196605	ENST00000592859				
ENSG00000196605	ENST00000586293				
ENSG00000196605	ENST00000397902				
ENSG00000196605	ENST00000591377				
ENSG00000196605	ENST00000589412				
ENSG00000196605	ENST00000586814				
ENSG00000196605	ENST00000592587				
ENSG00000196605	ENST00000587650				
ENSG00000196605	ENST00000590471				
ENSG00000196605	ENST00000589038				
ENSG00000111145	ENST00000228741	0.03660	92	ENSMUSG00000008398	0.42750
ENSG00000111145	ENST00000547249	0.03660	92	ENSMUSG00000008398	0.42750
ENSG00000111145	ENST00000552142	0.03660	92	ENSMUSG00000008398	0.42750
ENSG00000111145	ENST00000547860	0.03660	92	ENSMUSG00000008398	0.42750
ENSG00000111145	ENST00000549985	0.03660	92	ENSMUSG00000008398	0.42750
ENSG00000111145	ENST00000549529	0.03660	92	ENSMUSG00000008398	0.42750
ENSG00000178163	ENST00000326756	0.21810	67	ENSMUSG00000046572	0.99230
ENSG00000178163	ENST00000507515	0.21810	67	ENSMUSG00000046572	0.99230
ENSG00000178163	ENST00000500268	0.21810	67	ENSMUSG00000046572	0.99230
ENSG00000178163	ENST00000515072	0.21810	67	ENSMUSG00000046572	0.99230
ENSG00000178163	ENST00000503068	0.21810	67	ENSMUSG00000046572	0.99230
ENSG00000188342	ENST00000340473	0.01110	98	ENSMUSG00000067995	0.49770
ENSG00000188342	ENST00000494087	0.01110	98	ENSMUSG00000067995	0.49770
ENSG00000188342	ENST00000461904	0.01110	98	ENSMUSG00000067995	0.49770
ENSG00000102794	ENST00000377462	0.11850	82	ENSMUSG00000022126	0.57870
ENSG00000102794	ENST00000449753	0.11850	82	ENSMUSG00000022126	0.57870
ENSG00000170561	ENST00000382611	0.03450	92	ENSMUSG00000001504	1.04600
ENSG00000170561	ENST00000302057	0.03450	92	ENSMUSG00000001504	1.04600
ENSG00000177683	ENST00000468884				
ENSG00000177683	ENST00000415914				
ENSG00000177683	ENST00000313516				
ENSG00000177683	ENST00000493722				
ENSG00000177683	ENST00000438865				
ENSG00000177683	ENST00000446771				
ENSG00000177683	ENST00000412935				
ENSG00000177683	ENST00000484452				
ENSG00000147099	ENST00000373583	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000147099	ENST00000373573	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000147099	ENST00000470998	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000147099	ENST00000373568	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000147099	ENST00000436675	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000147099	ENST00000415409	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000147099	ENST00000412342	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000147099	ENST00000373571	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000147099	ENST00000439122	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000147099	ENST00000373560	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000147099	ENST00000373559	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000147099	ENST00000478743	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000147099	ENST00000421523	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000147099	ENST00000373556	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000147099	ENST00000373554	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000147099	ENST00000444609	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000147099	ENST00000486704	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000147099	ENST00000373589	0.01990	96	ENSMUSG00000067567	0.37040
ENSG00000186350	ENST00000484822	0.00720	98	ENSMUSG00000015846	1.14440
ENSG00000186350	ENST00000481739	0.00720	98	ENSMUSG00000015846	1.14440
ENSG00000186350	ENST00000356384	0.00720	98	ENSMUSG00000015846	1.14440
ENSG00000197056	ENST00000417119	0.23810	56	ENSMUSG00000043872	0.64600
ENSG00000197056	ENST00000359858	0.23810	56	ENSMUSG00000043872	0.64600
ENSG00000197056	ENST00000466390	0.23810	56	ENSMUSG00000043872	0.64600
ENSG00000197056	ENST00000488455	0.23810	56	ENSMUSG00000043872	0.64600
ENSG00000197056	ENST00000475654	0.23810	56	ENSMUSG00000043872	0.64600
ENSG00000197056	ENST00000373329	0.23810	56	ENSMUSG00000043872	0.64600
ENSG00000197056	ENST00000373330	0.23810	56	ENSMUSG00000043872	0.64600
ENSG00000197056	ENST00000476269	0.23810	56	ENSMUSG00000043872	0.64600
ENSG00000197056	ENST00000463393	0.23810	56	ENSMUSG00000043872	0.64600
ENSG00000197056	ENST00000611874	0.23810	56	ENSMUSG00000043872	0.64600
ENSG00000184445	ENST00000535410	0.11180	81	ENSMUSG00000029414	0.64510
ENSG00000184445	ENST00000450485	0.11180	81	ENSMUSG00000029414	0.64510
ENSG00000184445	ENST00000333479	0.11180	81	ENSMUSG00000029414	0.64510
ENSG00000184445	ENST00000535186	0.11180	81	ENSMUSG00000029414	0.64510
ENSG00000184445	ENST00000423927	0.11180	81	ENSMUSG00000029414	0.64510
ENSG00000184445	ENST00000545065	0.11180	81	ENSMUSG00000029414	0.64510
ENSG00000184445	ENST00000377192	0.11180	81	ENSMUSG00000029414	0.64510
ENSG00000184445	ENST00000436959	0.11180	81	ENSMUSG00000029414	0.64510
ENSG00000184445	ENST00000541466	0.11180	81	ENSMUSG00000029414	0.64510
ENSG00000184445	ENST00000546125	0.11180	81	ENSMUSG00000029414	0.64510
ENSG00000184445	ENST00000536625	0.11180	81	ENSMUSG00000029414	0.64510
ENSG00000184445	ENST00000542727	0.11180	81	ENSMUSG00000029414	0.64510
ENSG00000184445	ENST00000539013	0.11180	81	ENSMUSG00000029414	0.64510
ENSG00000184445	ENST00000541427	0.11180	81	ENSMUSG00000029414	0.64510
ENSG00000184445	ENST00000534995	0.11180	81	ENSMUSG00000029414	0.64510
ENSG00000170927	ENST00000371117	0.17870	72	ENSMUSG00000043760	0.50560
ENSG00000170927	ENST00000340994	0.17870	72	ENSMUSG00000043760	0.50560
ENSG00000176723	ENST00000564218				
ENSG00000176723	ENST00000315678				
ENSG00000176723	ENST00000618063				
ENSG00000059122	ENST00000253928	0.17020	64	ENSMUSG00000040097	1.50660
ENSG00000059122	ENST00000571140	0.17020	64	ENSMUSG00000040097	1.50660
ENSG00000059122	ENST00000416288	0.17020	64	ENSMUSG00000040097	1.50660
ENSG00000059122	ENST00000570425	0.17020	64	ENSMUSG00000040097	1.50660
ENSG00000059122	ENST00000573525	0.17020	64	ENSMUSG00000040097	1.50660
ENSG00000059122	ENST00000570759	0.17020	64	ENSMUSG00000040097	1.50660
ENSG00000059122	ENST00000573564	0.17020	64	ENSMUSG00000040097	1.50660
ENSG00000059122	ENST00000344592	0.17020	64	ENSMUSG00000040097	1.50660
ENSG00000059122	ENST00000571580	0.17020	64	ENSMUSG00000040097	1.50660
ENSG00000059122	ENST00000575604	0.17020	64	ENSMUSG00000040097	1.50660
ENSG00000059122	ENST00000570752	0.17020	64	ENSMUSG00000040097	1.50660
ENSG00000059122	ENST00000574985	0.17020	64	ENSMUSG00000040097	1.50660
ENSG00000059122	ENST00000571983	0.17020	64	ENSMUSG00000040097	1.50660
ENSG00000059122	ENST00000575679	0.17020	64	ENSMUSG00000040097	1.50660
ENSG00000106006	ENST00000222728	0.01630	96	ENSMUSG00000043219	0.38550
ENSG00000106006	ENST00000521478	0.01630	96	ENSMUSG00000043219	0.38550
ENSG00000182141	ENST00000356929	0.38450	42	ENSMUSG00000042063	1.13960
ENSG00000182141	ENST00000598046	0.38450	42	ENSMUSG00000042063	1.13960
ENSG00000182141	ENST00000601295	0.38450	42	ENSMUSG00000042063	1.13960
ENSG00000182141	ENST00000602023	0.38450	42	ENSMUSG00000042063	1.13960
ENSG00000182141	ENST00000611392	0.38450	42	ENSMUSG00000042063	1.13960
ENSG00000272886	ENST00000610213	0.06350	89	ENSMUSG00000021962	0.33250
ENSG00000272886	ENST00000558034	0.06350	89	ENSMUSG00000021962	0.33250
ENSG00000272886	ENST00000294241	0.06350	89	ENSMUSG00000021962	0.33250
ENSG00000272886	ENST00000560624	0.06350	89	ENSMUSG00000021962	0.33250
ENSG00000272886	ENST00000559748	0.06350	89	ENSMUSG00000021962	0.33250
ENSG00000272886	ENST00000560076	0.06350	89	ENSMUSG00000021962	0.33250
ENSG00000167625	ENST00000301215	0.07110	86	ENSMUSG00000046541	0.70750
ENSG00000167625	ENST00000597945	0.07110	86	ENSMUSG00000046541	0.70750
ENSG00000160633	ENST00000589863	0.07630	86	ENSMUSG00000071054	0.90490
ENSG00000160633	ENST00000591666	0.07630	86	ENSMUSG00000071054	0.90490
ENSG00000160633	ENST00000292123	0.07630	86	ENSMUSG00000071054	0.90490
ENSG00000160633	ENST00000592224	0.07630	86	ENSMUSG00000071054	0.90490
ENSG00000160633	ENST00000586934	0.07630	86	ENSMUSG00000071054	0.90490
ENSG00000160633	ENST00000454510	0.07630	86	ENSMUSG00000071054	0.90490
ENSG00000160633	ENST00000588852	0.07630	86	ENSMUSG00000071054	0.90490
ENSG00000160633	ENST00000590485	0.07630	86	ENSMUSG00000071054	0.90490
ENSG00000160633	ENST00000592707	0.07630	86	ENSMUSG00000071054	0.90490
ENSG00000160633	ENST00000592396	0.07630	86	ENSMUSG00000071054	0.90490
ENSG00000160633	ENST00000589006	0.07630	86	ENSMUSG00000071054	0.90490
ENSG00000160633	ENST00000586281	0.07630	86	ENSMUSG00000071054	0.90490
ENSG00000160633	ENST00000591991	0.07630	86	ENSMUSG00000071054	0.90490
ENSG00000160633	ENST00000592555	0.07630	86	ENSMUSG00000071054	0.90490
ENSG00000116809	ENST00000462525	0.03540	91	ENSMUSG00000006215	0.94450
ENSG00000116809	ENST00000440560	0.03540	91	ENSMUSG00000006215	0.94450
ENSG00000116809	ENST00000375743	0.03540	91	ENSMUSG00000006215	0.94450
ENSG00000116809	ENST00000537142	0.03540	91	ENSMUSG00000006215	0.94450
ENSG00000116809	ENST00000444358	0.03540	91	ENSMUSG00000006215	0.94450
ENSG00000116809	ENST00000488008	0.03540	91	ENSMUSG00000006215	0.94450
ENSG00000116809	ENST00000471805	0.03540	91	ENSMUSG00000006215	0.94450
ENSG00000116809	ENST00000472658	0.03540	91	ENSMUSG00000006215	0.94450
ENSG00000116809	ENST00000474511	0.03540	91	ENSMUSG00000006215	0.94450
ENSG00000116809	ENST00000487785	0.03540	91	ENSMUSG00000006215	0.94450
ENSG00000116809	ENST00000492834	0.03540	91	ENSMUSG00000006215	0.94450
ENSG00000116809	ENST00000490899	0.03540	91	ENSMUSG00000006215	0.94450
ENSG00000116809	ENST00000464719	0.03540	91	ENSMUSG00000006215	0.94450
ENSG00000116809	ENST00000479282	0.03540	91	ENSMUSG00000006215	0.94450
ENSG00000116809	ENST00000494020	0.03540	91	ENSMUSG00000006215	0.94450
ENSG00000116809	ENST00000375733	0.03540	91	ENSMUSG00000006215	0.94450
ENSG00000198453	ENST00000427117				
ENSG00000198453	ENST00000587130				
ENSG00000198453	ENST00000333987				
ENSG00000198453	ENST00000415168				
ENSG00000198453	ENST00000444991				
ENSG00000198453	ENST00000455427				
ENSG00000198453	ENST00000587857				
ENSG00000198453	ENST00000586353				
ENSG00000198453	ENST00000433993				
ENSG00000198453	ENST00000592567				
ENSG00000198453	ENST00000455817				
ENSG00000198453	ENST00000588596				
ENSG00000198453	ENST00000591887				
ENSG00000198453	ENST00000619231				
ENSG00000198453	ENST00000617745				
ENSG00000198453	ENST00000616085				
ENSG00000054267	ENST00000474953	0.04920	90	ENSMUSG00000039219	0.43920
ENSG00000054267	ENST00000366603	0.04920	90	ENSMUSG00000039219	0.43920
ENSG00000054267	ENST00000349213	0.04920	90	ENSMUSG00000039219	0.43920
ENSG00000054267	ENST00000421364	0.04920	90	ENSMUSG00000039219	0.43920
ENSG00000054267	ENST00000474401	0.04920	90	ENSMUSG00000039219	0.43920
ENSG00000054267	ENST00000491632	0.04920	90	ENSMUSG00000039219	0.43920
ENSG00000054267	ENST00000444620	0.04920	90	ENSMUSG00000039219	0.43920
ENSG00000054267	ENST00000494543	0.04920	90	ENSMUSG00000039219	0.43920
ENSG00000054267	ENST00000471257	0.04920	90	ENSMUSG00000039219	0.43920
ENSG00000054267	ENST00000418304	0.04920	90	ENSMUSG00000039219	0.43920
ENSG00000054267	ENST00000466653	0.04920	90	ENSMUSG00000039219	0.43920
ENSG00000054267	ENST00000462969	0.04920	90	ENSMUSG00000039219	0.43920
ENSG00000054267	ENST00000264183	0.04920	90	ENSMUSG00000039219	0.43920
ENSG00000161405	ENST00000346872	0.06250	87	ENSMUSG00000018168	0.57870
ENSG00000161405	ENST00000439167	0.06250	87	ENSMUSG00000018168	0.57870
ENSG00000161405	ENST00000348427	0.06250	87	ENSMUSG00000018168	0.57870
ENSG00000161405	ENST00000293068	0.06250	87	ENSMUSG00000018168	0.57870
ENSG00000161405	ENST00000377945	0.06250	87	ENSMUSG00000018168	0.57870
ENSG00000161405	ENST00000394189	0.06250	87	ENSMUSG00000018168	0.57870
ENSG00000161405	ENST00000377944	0.06250	87	ENSMUSG00000018168	0.57870
ENSG00000161405	ENST00000377958	0.06250	87	ENSMUSG00000018168	0.57870
ENSG00000161405	ENST00000535189	0.06250	87	ENSMUSG00000018168	0.57870
ENSG00000161405	ENST00000377952	0.06250	87	ENSMUSG00000018168	0.57870
ENSG00000161405	ENST00000583368	0.06250	87	ENSMUSG00000018168	0.57870
ENSG00000161405	ENST00000351680	0.06250	87	ENSMUSG00000018168	0.57870
ENSG00000161405	ENST00000346243	0.06250	87	ENSMUSG00000018168	0.57870
ENSG00000161405	ENST00000350532	0.06250	87	ENSMUSG00000018168	0.57870
ENSG00000161405	ENST00000467757	0.06250	87	ENSMUSG00000018168	0.57870
ENSG00000161405	ENST00000439016	0.06250	87	ENSMUSG00000018168	0.57870
ENSG00000161405	ENST00000623724	0.06250	87	ENSMUSG00000018168	0.57870
ENSG00000100811	ENST00000554371	0.00830	98	ENSMUSG00000021264	0.25440
ENSG00000100811	ENST00000262238	0.00830	98	ENSMUSG00000021264	0.25440
ENSG00000100811	ENST00000553625	0.00830	98	ENSMUSG00000021264	0.25440
ENSG00000100811	ENST00000554804	0.00830	98	ENSMUSG00000021264	0.25440
ENSG00000100811	ENST00000623799	0.00830	98	ENSMUSG00000021264	0.25440
ENSG00000100811	ENST00000554579	0.00830	98	ENSMUSG00000021264	0.25440
ENSG00000178928	ENST00000322175				
ENSG00000178928	ENST00000543508				
ENSG00000178928	ENST00000535759				
ENSG00000126003	ENST00000246229	0.00670	99	ENSMUSG00000051413	0.28940
ENSG00000156273	ENST00000548219	0.11200	81	ENSMUSG00000025612	0.80270
ENSG00000156273	ENST00000550131	0.11200	81	ENSMUSG00000025612	0.80270
ENSG00000156273	ENST00000547141	0.11200	81	ENSMUSG00000025612	0.80270
ENSG00000156273	ENST00000546469	0.11200	81	ENSMUSG00000025612	0.80270
ENSG00000156273	ENST00000286800	0.11200	81	ENSMUSG00000025612	0.80270
ENSG00000156273	ENST00000399921	0.11200	81	ENSMUSG00000025612	0.80270
ENSG00000156273	ENST00000548467	0.11200	81	ENSMUSG00000025612	0.80270
ENSG00000156273	ENST00000451655	0.11200	81	ENSMUSG00000025612	0.80270
ENSG00000156273	ENST00000447177	0.11200	81	ENSMUSG00000025612	0.80270
ENSG00000156273	ENST00000435072	0.11200	81	ENSMUSG00000025612	0.80270
ENSG00000156273	ENST00000422809	0.11200	81	ENSMUSG00000025612	0.80270
ENSG00000156273	ENST00000468059	0.11200	81	ENSMUSG00000025612	0.80270
ENSG00000156273	ENST00000462262	0.11200	81	ENSMUSG00000025612	0.80270
ENSG00000181827	ENST00000559847	0.03570	93	ENSMUSG00000037674	0.28240
ENSG00000181827	ENST00000559447	0.03570	93	ENSMUSG00000037674	0.28240
ENSG00000181827	ENST00000560792	0.03570	93	ENSMUSG00000037674	0.28240
ENSG00000148187	ENST00000344641	0.08870	85	ENSMUSG00000026887	0.34490
ENSG00000148187	ENST00000441707	0.08870	85	ENSMUSG00000026887	0.34490
ENSG00000148187	ENST00000373723	0.08870	85	ENSMUSG00000026887	0.34490
ENSG00000148187	ENST00000373729	0.08870	85	ENSMUSG00000026887	0.34490
ENSG00000148187	ENST00000373727	0.08870	85	ENSMUSG00000026887	0.34490
ENSG00000148187	ENST00000373728	0.08870	85	ENSMUSG00000026887	0.34490
ENSG00000148187	ENST00000470366	0.08870	85	ENSMUSG00000026887	0.34490
ENSG00000148187	ENST00000373724	0.08870	85	ENSMUSG00000026887	0.34490
ENSG00000148187	ENST00000467864	0.08870	85	ENSMUSG00000026887	0.34490
ENSG00000148187	ENST00000489572	0.08870	85	ENSMUSG00000026887	0.34490
ENSG00000148187	ENST00000394315	0.08870	85	ENSMUSG00000026887	0.34490
ENSG00000148187	ENST00000297908	0.08870	85	ENSMUSG00000026887	0.34490
ENSG00000159556	ENST00000290759	0.00560	99	ENSMUSG00000032318	0.53160
ENSG00000159556	ENST00000558656	0.00560	99	ENSMUSG00000032318	0.53160
ENSG00000159556	ENST00000558437	0.00560	99	ENSMUSG00000032318	0.53160
ENSG00000163666	ENST00000295934	0.11550	81	ENSMUSG00000040726	0.50340
ENSG00000163666	ENST00000473921	0.11550	81	ENSMUSG00000040726	0.50340
ENSG00000163666	ENST00000495160	0.11550	81	ENSMUSG00000040726	0.50340
ENSG00000135144	ENST00000548759	0.01570	97	ENSMUSG00000029603	0.99290
ENSG00000135144	ENST00000257600	0.01570	97	ENSMUSG00000029603	0.99290
ENSG00000135144	ENST00000547974	0.01570	97	ENSMUSG00000029603	0.99290
ENSG00000135144	ENST00000553140	0.01570	97	ENSMUSG00000029603	0.99290
ENSG00000135144	ENST00000547730	0.01570	97	ENSMUSG00000029603	0.99290
ENSG00000139372	ENST00000392872	0.06650	88	ENSMUSG00000034674	0.81380
ENSG00000139372	ENST00000436021	0.06650	88	ENSMUSG00000034674	0.81380
ENSG00000139372	ENST00000545698	0.06650	88	ENSMUSG00000034674	0.81380
ENSG00000139372	ENST00000266775	0.06650	88	ENSMUSG00000034674	0.81380
ENSG00000139372	ENST00000544861	0.06650	88	ENSMUSG00000034674	0.81380
ENSG00000139372	ENST00000537100	0.06650	88	ENSMUSG00000034674	0.81380
ENSG00000139372	ENST00000544060	0.06650	88	ENSMUSG00000034674	0.81380
ENSG00000139372	ENST00000542926	0.06650	88	ENSMUSG00000034674	0.81380
ENSG00000139372	ENST00000540956	0.06650	88	ENSMUSG00000034674	0.81380
ENSG00000139372	ENST00000536395	0.06650	88	ENSMUSG00000034674	0.81380
ENSG00000172262	ENST00000503599	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000499046	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000508795	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000507393	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000514169	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000515326	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000510026	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000504359	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000509156	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000508259	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000507218	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000306938	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000505606	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000509634	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000509341	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000509931	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000511736	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000510037	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000502623	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000172262	ENST00000507231	0.03270	93	ENSMUSG00000094870	0.38800
ENSG00000138738	ENST00000513741	0.03560	88	ENSMUSG00000029913	0.62060
ENSG00000138738	ENST00000264808	0.03560	88	ENSMUSG00000029913	0.62060
ENSG00000138738	ENST00000428209	0.03560	88	ENSMUSG00000029913	0.62060
ENSG00000138738	ENST00000515109	0.03560	88	ENSMUSG00000029913	0.62060
ENSG00000138738	ENST00000505484	0.03560	88	ENSMUSG00000029913	0.62060
ENSG00000138738	ENST00000506065	0.03560	88	ENSMUSG00000029913	0.62060
ENSG00000138738	ENST00000503661	0.03560	88	ENSMUSG00000029913	0.62060
ENSG00000138738	ENST00000502409	0.03560	88	ENSMUSG00000029913	0.62060
ENSG00000138738	ENST00000512845	0.03560	88	ENSMUSG00000029913	0.62060
ENSG00000138738	ENST00000507611	0.03560	88	ENSMUSG00000029913	0.62060
ENSG00000138738	ENST00000394435	0.03560	88	ENSMUSG00000029913	0.62060
ENSG00000138738	ENST00000505033	0.03560	88	ENSMUSG00000029913	0.62060
ENSG00000124212	ENST00000244043	0.08060	86	ENSMUSG00000017969	0.63790
ENSG00000124212	ENST00000478971	0.08060	86	ENSMUSG00000017969	0.63790
ENSG00000196458	ENST00000360187	0.21990	58	ENSMUSG00000023284	0.59960
ENSG00000196458	ENST00000392321	0.21990	58	ENSMUSG00000023284	0.59960
ENSG00000196458	ENST00000331711	0.21990	58	ENSMUSG00000023284	0.59960
ENSG00000196458	ENST00000412621	0.21990	58	ENSMUSG00000023284	0.59960
ENSG00000196458	ENST00000381215	0.21990	58	ENSMUSG00000023284	0.59960
ENSG00000196458	ENST00000539809	0.21990	58	ENSMUSG00000023284	0.59960
ENSG00000004399	ENST00000324093	0.03860	91	ENSMUSG00000030123	0.94080
ENSG00000004399	ENST00000501038	0.03860	91	ENSMUSG00000030123	0.94080
ENSG00000004399	ENST00000504689	0.03860	91	ENSMUSG00000030123	0.94080
ENSG00000004399	ENST00000504524	0.03860	91	ENSMUSG00000030123	0.94080
ENSG00000004399	ENST00000512744	0.03860	91	ENSMUSG00000030123	0.94080
ENSG00000004399	ENST00000506979	0.03860	91	ENSMUSG00000030123	0.94080
ENSG00000004399	ENST00000508630	0.03860	91	ENSMUSG00000030123	0.94080
ENSG00000004399	ENST00000512807	0.03860	91	ENSMUSG00000030123	0.94080
ENSG00000004399	ENST00000504979	0.03860	91	ENSMUSG00000030123	0.94080
ENSG00000004399	ENST00000503166	0.03860	91	ENSMUSG00000030123	0.94080
ENSG00000004399	ENST00000514990	0.03860	91	ENSMUSG00000030123	0.94080
ENSG00000004399	ENST00000504767	0.03860	91	ENSMUSG00000030123	0.94080
ENSG00000004399	ENST00000511018	0.03860	91	ENSMUSG00000030123	0.94080
ENSG00000004399	ENST00000515191	0.03860	91	ENSMUSG00000030123	0.94080
ENSG00000004399	ENST00000505505	0.03860	91	ENSMUSG00000030123	0.94080
ENSG00000004399	ENST00000505665	0.03860	91	ENSMUSG00000030123	0.94080
