Ensembl Gene ID	Ensembl Transcript ID	dN	dS	Chromosome Name	Chimpanzee Ensembl Gene ID	% Identity with respect to query gene
ENSG00000028277	ENST00000532176	0.00000	0.00260	19	ENSPTRG00000011045	97
ENSG00000028277	ENST00000558596	0.00000	0.00260	19	ENSPTRG00000011045	97
ENSG00000175104	ENST00000526995	0.00180	0.00460	11	ENSPTRG00000003510	100
ENSG00000175104	ENST00000348124	0.00180	0.00460	11	ENSPTRG00000003510	100
ENSG00000175104	ENST00000529150	0.00180	0.00460	11	ENSPTRG00000003510	100
ENSG00000152192	ENST00000377208	0.00000	0.05840	13	ENSPTRG00000031154	82
ENSG00000078140	ENST00000261427	0.00000	0.00000	4	ENSPTRG00000015998	100
ENSG00000078140	ENST00000510934	0.00000	0.00000	4	ENSPTRG00000015998	100
ENSG00000078140	ENST00000513231	0.00000	0.00000	4	ENSPTRG00000015998	100
ENSG00000078140	ENST00000438068	0.00000	0.00000	4	ENSPTRG00000015998	100
ENSG00000078140	ENST00000503368	0.00000	0.00000	4	ENSPTRG00000015998	100
ENSG00000078140	ENST00000445950	0.00000	0.00000	4	ENSPTRG00000015998	100
ENSG00000078140	ENST00000510719	0.00000	0.00000	4	ENSPTRG00000015998	100
ENSG00000198846	ENST00000361421	0.00000	0.00520	8	ENSPTRG00000020281	100
ENSG00000173480	ENST00000594396	0.01060	0.02860	19	ENSPTRG00000022929	82
ENSG00000173480	ENST00000594396	0.01460	0.03140	19	ENSPTRG00000028866	97
ENSG00000173480	ENST00000312026	0.01060	0.02860	19	ENSPTRG00000022929	82
ENSG00000173480	ENST00000312026	0.01460	0.03140	19	ENSPTRG00000028866	97
ENSG00000173480	ENST00000595559	0.01060	0.02860	19	ENSPTRG00000022929	82
ENSG00000173480	ENST00000595559	0.01460	0.03140	19	ENSPTRG00000028866	97
ENSG00000173480	ENST00000597515	0.01060	0.02860	19	ENSPTRG00000022929	82
ENSG00000173480	ENST00000597515	0.01460	0.03140	19	ENSPTRG00000028866	97
ENSG00000173480	ENST00000598526	0.01060	0.02860	19	ENSPTRG00000022929	82
ENSG00000173480	ENST00000598526	0.01460	0.03140	19	ENSPTRG00000028866	97
ENSG00000173480	ENST00000598629	0.01060	0.02860	19	ENSPTRG00000022929	82
ENSG00000173480	ENST00000598629	0.01460	0.03140	19	ENSPTRG00000028866	97
ENSG00000173480	ENST00000599251	0.01060	0.02860	19	ENSPTRG00000022929	82
ENSG00000173480	ENST00000599251	0.01460	0.03140	19	ENSPTRG00000028866	97
ENSG00000065978	ENST00000321358	0.00600	0.00680	1	ENSPTRG00000006456	99
ENSG00000065978	ENST00000332220	0.00600	0.00680	1	ENSPTRG00000006456	99
ENSG00000065978	ENST00000436427	0.00600	0.00680	1	ENSPTRG00000006456	99
ENSG00000065978	ENST00000467957	0.00600	0.00680	1	ENSPTRG00000006456	99
ENSG00000065978	ENST00000616651	0.00600	0.00680	1	ENSPTRG00000006456	99
ENSG00000174738	ENST00000312521	0.00220	0.01990	3	ENSPTRG00000014696	99
ENSG00000174738	ENST00000383773	0.00220	0.01990	3	ENSPTRG00000014696	99
ENSG00000174738	ENST00000492552	0.00220	0.01990	3	ENSPTRG00000014696	99
ENSG00000174738	ENST00000468700	0.00220	0.01990	3	ENSPTRG00000014696	99
ENSG00000174738	ENST00000472780	0.00220	0.01990	3	ENSPTRG00000014696	99
ENSG00000067606	ENST00000378567			1		
ENSG00000067606	ENST00000468310			1		
ENSG00000067606	ENST00000484419			1		
ENSG00000067606	ENST00000503297			1		
ENSG00000067606	ENST00000479566			1		
ENSG00000067606	ENST00000466651			1		
ENSG00000067606	ENST00000400921			1		
ENSG00000067606	ENST00000495347			1		
ENSG00000067606	ENST00000461106			1		
ENSG00000067606	ENST00000461465			1		
ENSG00000067606	ENST00000470596			1		
ENSG00000067606	ENST00000496325			1		
ENSG00000067606	ENST00000481140			1		
ENSG00000067606	ENST00000482686			1		
ENSG00000067606	ENST00000486681			1		
ENSG00000067606	ENST00000470986			1		
ENSG00000067606	ENST00000470511			1		
ENSG00000067606	ENST00000471018			1		
ENSG00000067606	ENST00000466352			1		
ENSG00000067606	ENST00000497183			1		
ENSG00000067606	ENST00000419838			1		
ENSG00000067606	ENST00000479263			1		
ENSG00000067606	ENST00000503672			1		
ENSG00000067606	ENST00000478770			1		
ENSG00000067606	ENST00000505322			1		
ENSG00000067606	ENST00000472017			1		
ENSG00000067606	ENST00000400920			1		
ENSG00000179750	ENST00000407298	0.03530	0.02300	22	ENSPTRG00000014384	93
ENSG00000179750	ENST00000402182	0.03530	0.02300	22	ENSPTRG00000014384	93
ENSG00000179750	ENST00000335760	0.03530	0.02300	22	ENSPTRG00000014384	93
ENSG00000179750	ENST00000333467	0.03530	0.02300	22	ENSPTRG00000014384	93
ENSG00000108370	ENST00000583473	0.00140	0.01880	17	ENSPTRG00000009552	100
ENSG00000108370	ENST00000443584	0.00140	0.01880	17	ENSPTRG00000009552	100
ENSG00000108370	ENST00000584234	0.00140	0.01880	17	ENSPTRG00000009552	100
ENSG00000108370	ENST00000449996	0.00140	0.01880	17	ENSPTRG00000009552	100
ENSG00000108370	ENST00000262406	0.00140	0.01880	17	ENSPTRG00000009552	100
ENSG00000108370	ENST00000581175	0.00140	0.01880	17	ENSPTRG00000009552	100
ENSG00000108370	ENST00000577186	0.00140	0.01880	17	ENSPTRG00000009552	100
ENSG00000108370	ENST00000577595	0.00140	0.01880	17	ENSPTRG00000009552	100
ENSG00000134574	ENST00000622878	0.00000	0.00260	11	ENSPTRG00000003558	100
ENSG00000134574	ENST00000614825	0.00000	0.00260	11	ENSPTRG00000003558	100
ENSG00000134574	ENST00000256996	0.00000	0.00260	11	ENSPTRG00000003558	100
ENSG00000134574	ENST00000378601	0.00000	0.00260	11	ENSPTRG00000003558	100
ENSG00000134574	ENST00000622090	0.00000	0.00260	11	ENSPTRG00000003558	100
ENSG00000134574	ENST00000615695	0.00000	0.00260	11	ENSPTRG00000003558	100
ENSG00000134574	ENST00000610805	0.00000	0.00260	11	ENSPTRG00000003558	100
ENSG00000134574	ENST00000612309	0.00000	0.00260	11	ENSPTRG00000003558	100
ENSG00000134574	ENST00000617022	0.00000	0.00260	11	ENSPTRG00000003558	100
ENSG00000134574	ENST00000616278	0.00000	0.00260	11	ENSPTRG00000003558	100
ENSG00000134574	ENST00000378600	0.00000	0.00260	11	ENSPTRG00000003558	100
ENSG00000134574	ENST00000378603	0.00000	0.00260	11	ENSPTRG00000003558	100
ENSG00000134574	ENST00000617847	0.00000	0.00260	11	ENSPTRG00000003558	100
ENSG00000134574	ENST00000614394	0.00000	0.00260	11	ENSPTRG00000003558	100
ENSG00000134574	ENST00000620515	0.00000	0.00260	11	ENSPTRG00000003558	100
ENSG00000134574	ENST00000614884	0.00000	0.00260	11	ENSPTRG00000003558	100
ENSG00000140386	ENST00000563290	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000538941	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000562948	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000563246	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000303521	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000567601	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000569395	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000568428	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000564757	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000563688	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000569784	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000565507	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000564590	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000565970	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000564022	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000568549	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000567618	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000562890	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000568382	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000565372	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000564177	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000563919	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000140386	ENST00000324767	0.00190	0.00470	15	ENSPTRG00000007316	100
ENSG00000144218	ENST00000409236	0.00280	0.01730	2	ENSPTRG00000012281	99
ENSG00000144218	ENST00000409579	0.00280	0.01730	2	ENSPTRG00000012281	99
ENSG00000144218	ENST00000445815	0.00280	0.01730	2	ENSPTRG00000012281	99
ENSG00000144218	ENST00000430789	0.00280	0.01730	2	ENSPTRG00000012281	99
ENSG00000144218	ENST00000498090	0.00280	0.01730	2	ENSPTRG00000012281	99
ENSG00000144218	ENST00000432037	0.00280	0.01730	2	ENSPTRG00000012281	99
ENSG00000144218	ENST00000423966	0.00280	0.01730	2	ENSPTRG00000012281	99
ENSG00000144218	ENST00000441400	0.00280	0.01730	2	ENSPTRG00000012281	99
ENSG00000144218	ENST00000424600	0.00280	0.01730	2	ENSPTRG00000012281	99
ENSG00000144218	ENST00000416492	0.00280	0.01730	2	ENSPTRG00000012281	99
ENSG00000144218	ENST00000440445	0.00280	0.01730	2	ENSPTRG00000012281	99
ENSG00000144218	ENST00000415384	0.00280	0.01730	2	ENSPTRG00000012281	99
ENSG00000144218	ENST00000427118	0.00280	0.01730	2	ENSPTRG00000012281	99
ENSG00000144218	ENST00000483600	0.00280	0.01730	2	ENSPTRG00000012281	99
ENSG00000144218	ENST00000317233	0.00280	0.01730	2	ENSPTRG00000012281	99
ENSG00000167157	ENST00000372469	0.00000	0.01570	9	ENSPTRG00000021461	100
ENSG00000169957	ENST00000380412	0.00160	0.00550	16	ENSPTRG00000008006	99
ENSG00000169957	ENST00000562803	0.00160	0.00550	16	ENSPTRG00000008006	99
ENSG00000151468	ENST00000378825	0.01500	0.01600	10	ENSPTRG00000002297	96
ENSG00000151468	ENST00000378839	0.01500	0.01600	10	ENSPTRG00000002297	96
ENSG00000127481	ENST00000375254	0.00050	0.01630	1	ENSPTRG00000000257	100
ENSG00000127481	ENST00000375225	0.00050	0.01630	1	ENSPTRG00000000257	100
ENSG00000127481	ENST00000375224	0.00050	0.01630	1	ENSPTRG00000000257	100
ENSG00000127481	ENST00000459947	0.00050	0.01630	1	ENSPTRG00000000257	100
ENSG00000127481	ENST00000486515	0.00050	0.01630	1	ENSPTRG00000000257	100
ENSG00000127481	ENST00000492606	0.00050	0.01630	1	ENSPTRG00000000257	100
ENSG00000127481	ENST00000467272	0.00050	0.01630	1	ENSPTRG00000000257	100
ENSG00000127481	ENST00000483922	0.00050	0.01630	1	ENSPTRG00000000257	100
ENSG00000127481	ENST00000494503	0.00050	0.01630	1	ENSPTRG00000000257	100
ENSG00000127481	ENST00000466969	0.00050	0.01630	1	ENSPTRG00000000257	100
ENSG00000127481	ENST00000375218	0.00050	0.01630	1	ENSPTRG00000000257	100
ENSG00000127481	ENST00000425413	0.00050	0.01630	1	ENSPTRG00000000257	100
ENSG00000127481	ENST00000417040	0.00050	0.01630	1	ENSPTRG00000000257	100
ENSG00000127481	ENST00000475973	0.00050	0.01630	1	ENSPTRG00000000257	100
ENSG00000127481	ENST00000465036	0.00050	0.01630	1	ENSPTRG00000000257	100
ENSG00000127481	ENST00000419533	0.00050	0.01630	1	ENSPTRG00000000257	100
ENSG00000127481	ENST00000497018	0.00050	0.01630	1	ENSPTRG00000000257	100
ENSG00000148200	ENST00000487099	0.00080	0.00400	9	ENSPTRG00000021357	100
ENSG00000148200	ENST00000373584	0.00080	0.00400	9	ENSPTRG00000021357	100
ENSG00000148200	ENST00000416460	0.00080	0.00400	9	ENSPTRG00000021357	100
ENSG00000148200	ENST00000344523	0.00080	0.00400	9	ENSPTRG00000021357	100
ENSG00000148200	ENST00000475178	0.00080	0.00400	9	ENSPTRG00000021357	100
ENSG00000174963	ENST00000383075	0.00130	0.00870	3	ENSPTRG00000015500	87
ENSG00000174963	ENST00000472749	0.00130	0.00870	3	ENSPTRG00000015500	87
ENSG00000174963	ENST00000494569	0.00130	0.00870	3	ENSPTRG00000015500	87
ENSG00000174963	ENST00000493664	0.00130	0.00870	3	ENSPTRG00000015500	87
ENSG00000174963	ENST00000484399	0.00130	0.00870	3	ENSPTRG00000015500	87
ENSG00000174963	ENST00000473123	0.00130	0.00870	3	ENSPTRG00000015500	87
ENSG00000174963	ENST00000463850	0.00130	0.00870	3	ENSPTRG00000015500	87
ENSG00000174963	ENST00000480015	0.00130	0.00870	3	ENSPTRG00000015500	87
ENSG00000174963	ENST00000464502	0.00130	0.00870	3	ENSPTRG00000015500	87
ENSG00000174963	ENST00000491672	0.00130	0.00870	3	ENSPTRG00000015500	87
ENSG00000174963	ENST00000475502	0.00130	0.00870	3	ENSPTRG00000015500	87
ENSG00000174963	ENST00000462748	0.00130	0.00870	3	ENSPTRG00000015500	87
ENSG00000174963	ENST00000484586	0.00130	0.00870	3	ENSPTRG00000015500	87
ENSG00000174963	ENST00000463250	0.00130	0.00870	3	ENSPTRG00000015500	87
ENSG00000174963	ENST00000464144	0.00130	0.00870	3	ENSPTRG00000015500	87
ENSG00000174963	ENST00000425731	0.00130	0.00870	3	ENSPTRG00000015500	87
ENSG00000174963	ENST00000525172	0.00130	0.00870	3	ENSPTRG00000015500	87
ENSG00000198597	ENST00000590564	0.00060	0.02620	19	ENSPTRG00000010786	100
ENSG00000198597	ENST00000585628	0.00060	0.02620	19	ENSPTRG00000010786	100
ENSG00000198597	ENST00000591488	0.00060	0.02620	19	ENSPTRG00000010786	100
ENSG00000198597	ENST00000355537	0.00060	0.02620	19	ENSPTRG00000010786	100
ENSG00000198597	ENST00000592773	0.00060	0.02620	19	ENSPTRG00000010786	100
ENSG00000143842	ENST00000367203	0.02370	0.04830	1	ENSPTRG00000001881	96
ENSG00000143842	ENST00000534185	0.02370	0.04830	1	ENSPTRG00000001881	96
ENSG00000143842	ENST00000530882	0.02370	0.04830	1	ENSPTRG00000001881	96
ENSG00000143842	ENST00000367204	0.02370	0.04830	1	ENSPTRG00000001881	96
ENSG00000143842	ENST00000525442	0.02370	0.04830	1	ENSPTRG00000001881	96
ENSG00000143842	ENST00000528591	0.02370	0.04830	1	ENSPTRG00000001881	96
ENSG00000143842	ENST00000272193	0.02370	0.04830	1	ENSPTRG00000001881	96
ENSG00000143842	ENST00000480326	0.02370	0.04830	1	ENSPTRG00000001881	96
ENSG00000143842	ENST00000525258	0.02370	0.04830	1	ENSPTRG00000001881	96
ENSG00000143842	ENST00000618875	0.02370	0.04830	1	ENSPTRG00000001881	96
ENSG00000221944	ENST00000408957	0.00310	0.02470	2	ENSPTRG00000038833	99
ENSG00000173258	ENST00000358151	0.00120	0.00350	9	ENSPTRG00000021253	100
ENSG00000173258	ENST00000374374	0.00120	0.00350	9	ENSPTRG00000021253	100
ENSG00000173258	ENST00000309235	0.00120	0.00350	9	ENSPTRG00000021253	100
ENSG00000173258	ENST00000355824	0.00120	0.00350	9	ENSPTRG00000021253	100
ENSG00000160062	ENST00000373510	0.00230	0.00710	1	ENSPTRG00000034505	100
ENSG00000160062	ENST00000316459	0.00230	0.00710	1	ENSPTRG00000034505	100
ENSG00000180532	ENST00000318203	0.00690	0.00250	19	ENSPTRG00000011566	99
ENSG00000180532	ENST00000612521	0.00690	0.00250	19	ENSPTRG00000011566	99
ENSG00000111269	ENST00000540224	0.00000	0.00800	12	ENSPTRG00000004705	100
ENSG00000111269	ENST00000228865	0.00000	0.00800	12	ENSPTRG00000004705	100
ENSG00000163635	ENST00000474513	0.00360	0.00820	3	ENSPTRG00000015077	99
ENSG00000163635	ENST00000474112	0.00360	0.00820	3	ENSPTRG00000015077	99
ENSG00000163635	ENST00000295900	0.00360	0.00820	3	ENSPTRG00000015077	99
ENSG00000163635	ENST00000487717	0.00360	0.00820	3	ENSPTRG00000015077	99
ENSG00000163635	ENST00000484332	0.00360	0.00820	3	ENSPTRG00000015077	99
ENSG00000163635	ENST00000475897	0.00360	0.00820	3	ENSPTRG00000015077	99
ENSG00000163635	ENST00000488239	0.00360	0.00820	3	ENSPTRG00000015077	99
ENSG00000163635	ENST00000466529	0.00360	0.00820	3	ENSPTRG00000015077	99
ENSG00000163635	ENST00000472569	0.00360	0.00820	3	ENSPTRG00000015077	99
ENSG00000163635	ENST00000484668	0.00360	0.00820	3	ENSPTRG00000015077	99
ENSG00000163635	ENST00000477516	0.00360	0.00820	3	ENSPTRG00000015077	99
ENSG00000163635	ENST00000522345	0.00360	0.00820	3	ENSPTRG00000015077	99
ENSG00000163635	ENST00000538065	0.00360	0.00820	3	ENSPTRG00000015077	99
ENSG00000172977	ENST00000377046	0.00080	0.01780	11	ENSPTRG00000003890	100
ENSG00000172977	ENST00000352980	0.00080	0.01780	11	ENSPTRG00000003890	100
ENSG00000172977	ENST00000341318	0.00080	0.01780	11	ENSPTRG00000003890	100
ENSG00000172977	ENST00000532042	0.00080	0.01780	11	ENSPTRG00000003890	100
ENSG00000172977	ENST00000530446	0.00080	0.01780	11	ENSPTRG00000003890	100
ENSG00000172977	ENST00000534104	0.00080	0.01780	11	ENSPTRG00000003890	100
ENSG00000172977	ENST00000530605	0.00080	0.01780	11	ENSPTRG00000003890	100
ENSG00000172977	ENST00000534293	0.00080	0.01780	11	ENSPTRG00000003890	100
ENSG00000172977	ENST00000527544	0.00080	0.01780	11	ENSPTRG00000003890	100
ENSG00000172977	ENST00000528198	0.00080	0.01780	11	ENSPTRG00000003890	100
ENSG00000172977	ENST00000531880	0.00080	0.01780	11	ENSPTRG00000003890	100
ENSG00000172977	ENST00000534650	0.00080	0.01780	11	ENSPTRG00000003890	100
ENSG00000172977	ENST00000525204	0.00080	0.01780	11	ENSPTRG00000003890	100
ENSG00000172977	ENST00000534681	0.00080	0.01780	11	ENSPTRG00000003890	100
ENSG00000172977	ENST00000533441	0.00080	0.01780	11	ENSPTRG00000003890	100
ENSG00000172977	ENST00000525600	0.00080	0.01780	11	ENSPTRG00000003890	100
ENSG00000172977	ENST00000533596	0.00080	0.01780	11	ENSPTRG00000003890	100
ENSG00000198795	ENST00000361524	0.00760	0.03470	18	ENSPTRG00000022783	99
ENSG00000198795	ENST00000584787	0.00760	0.03470	18	ENSPTRG00000022783	99
ENSG00000198795	ENST00000399425	0.00760	0.03470	18	ENSPTRG00000022783	99
ENSG00000198795	ENST00000538137	0.00760	0.03470	18	ENSPTRG00000022783	99
ENSG00000198795	ENST00000577775	0.00760	0.03470	18	ENSPTRG00000022783	99
ENSG00000198795	ENST00000577720	0.00760	0.03470	18	ENSPTRG00000022783	99
ENSG00000198795	ENST00000577801	0.00760	0.03470	18	ENSPTRG00000022783	99
ENSG00000198795	ENST00000581869	0.00760	0.03470	18	ENSPTRG00000022783	99
ENSG00000198795	ENST00000580488	0.00760	0.03470	18	ENSPTRG00000022783	99
ENSG00000198795	ENST00000583005	0.00760	0.03470	18	ENSPTRG00000022783	99
ENSG00000198795	ENST00000579111	0.00760	0.03470	18	ENSPTRG00000022783	99
ENSG00000198795	ENST00000583398	0.00760	0.03470	18	ENSPTRG00000022783	99
ENSG00000198795	ENST00000582584	0.00760	0.03470	18	ENSPTRG00000022783	99
ENSG00000198795	ENST00000577461	0.00760	0.03470	18	ENSPTRG00000022783	99
ENSG00000124459	ENST00000269973	0.00480	0.00870	19	ENSPTRG00000011098	99
ENSG00000124459	ENST00000589703	0.00480	0.00870	19	ENSPTRG00000011098	99
ENSG00000124459	ENST00000588140	0.00480	0.00870	19	ENSPTRG00000011098	99
ENSG00000124459	ENST00000588432	0.00480	0.00870	19	ENSPTRG00000011098	99
ENSG00000124459	ENST00000590655	0.00480	0.00870	19	ENSPTRG00000011098	99
ENSG00000124459	ENST00000615985	0.00480	0.00870	19	ENSPTRG00000011098	99
ENSG00000178028	ENST00000361745	0.00000	0.01430	1	ENSPTRG00000023040	100
ENSG00000178028	ENST00000446292	0.00000	0.01430	1	ENSPTRG00000023040	100
ENSG00000178028	ENST00000440641	0.00000	0.01430	1	ENSPTRG00000023040	100
ENSG00000178028	ENST00000436069	0.00000	0.01430	1	ENSPTRG00000023040	100
ENSG00000178028	ENST00000437511	0.00000	0.01430	1	ENSPTRG00000023040	100
ENSG00000178028	ENST00000475794	0.00000	0.01430	1	ENSPTRG00000023040	100
ENSG00000178028	ENST00000471829	0.00000	0.01430	1	ENSPTRG00000023040	100
ENSG00000178028	ENST00000487922	0.00000	0.01430	1	ENSPTRG00000023040	100
ENSG00000178028	ENST00000315913	0.00000	0.01430	1	ENSPTRG00000023040	100
ENSG00000178028	ENST00000372289	0.00000	0.01430	1	ENSPTRG00000023040	100
ENSG00000178028	ENST00000463950	0.00000	0.01430	1	ENSPTRG00000023040	100
ENSG00000178028	ENST00000372290	0.00000	0.01430	1	ENSPTRG00000023040	100
ENSG00000178028	ENST00000488433	0.00000	0.01430	1	ENSPTRG00000023040	100
ENSG00000178028	ENST00000483741	0.00000	0.01430	1	ENSPTRG00000023040	100
ENSG00000178028	ENST00000494092	0.00000	0.01430	1	ENSPTRG00000023040	100
ENSG00000196235	ENST00000594990	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000396843	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000599117	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000601515	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000595368	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000594729	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000601978	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000359191	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000598725	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000598459	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000593727	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000598786	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000599907	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000598520	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000599335	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000598117	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000596208	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000600818	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000402194	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000196235	ENST00000432763	0.00040	0.01900	19	ENSPTRG00000010971	100
ENSG00000117595	ENST00000367021	0.00000	0.01610	1	ENSPTRG00000001941	100
ENSG00000117595	ENST00000456314	0.00000	0.01610	1	ENSPTRG00000001941	100
ENSG00000117595	ENST00000464698	0.00000	0.01610	1	ENSPTRG00000001941	100
ENSG00000117595	ENST00000542854	0.00000	0.01610	1	ENSPTRG00000001941	100
ENSG00000185551	ENST00000421109	0.00000	0.00000	15	ENSPTRG00000007484	100
ENSG00000185551	ENST00000394166	0.00000	0.00000	15	ENSPTRG00000007484	100
ENSG00000185551	ENST00000559679	0.00000	0.00000	15	ENSPTRG00000007484	100
ENSG00000185551	ENST00000453270	0.00000	0.00000	15	ENSPTRG00000007484	100
ENSG00000185551	ENST00000394171	0.00000	0.00000	15	ENSPTRG00000007484	100
ENSG00000198353	ENST00000303406	0.00000	0.01200	12	ENSPTRG00000005031	100
ENSG00000198353	ENST00000507650	0.00000	0.01200	12	ENSPTRG00000005031	100
ENSG00000198353	ENST00000430889	0.00000	0.01200	12	ENSPTRG00000005031	100
ENSG00000180035	ENST00000495929	0.00230	0.01150	16	ENSPTRG00000007999	100
ENSG00000180035	ENST00000528032	0.00230	0.01150	16	ENSPTRG00000007999	100
ENSG00000180035	ENST00000524644	0.00230	0.01150	16	ENSPTRG00000007999	100
ENSG00000180035	ENST00000320159	0.00230	0.01150	16	ENSPTRG00000007999	100
ENSG00000180035	ENST00000612608	0.00230	0.01150	16	ENSPTRG00000007999	100
ENSG00000180035	ENST00000613509	0.00230	0.01150	16	ENSPTRG00000007999	100
ENSG00000180035	ENST00000622647	0.00230	0.01150	16	ENSPTRG00000007999	100
ENSG00000171606	ENST00000424679	0.01200	0.02280	19	ENSPTRG00000011583	98
ENSG00000171606	ENST00000621145	0.01200	0.02280	19	ENSPTRG00000011583	98
ENSG00000171606	ENST00000600704	0.01200	0.02280	19	ENSPTRG00000011583	98
ENSG00000171606	ENST00000345813	0.01200	0.02280	19	ENSPTRG00000011583	98
ENSG00000171606	ENST00000619307	0.01200	0.02280	19	ENSPTRG00000011583	98
ENSG00000171606	ENST00000617501	0.01200	0.02280	19	ENSPTRG00000011583	98
ENSG00000171606	ENST00000594248	0.01200	0.02280	19	ENSPTRG00000011583	98
ENSG00000171606	ENST00000615675	0.01200	0.02280	19	ENSPTRG00000011583	98
ENSG00000171606	ENST00000326804	0.01200	0.02280	19	ENSPTRG00000011583	98
ENSG00000171606	ENST00000610905	0.01200	0.02280	19	ENSPTRG00000011583	98
ENSG00000171606	ENST00000597528	0.01200	0.02280	19	ENSPTRG00000011583	98
ENSG00000171606	ENST00000594839	0.01200	0.02280	19	ENSPTRG00000011583	98
ENSG00000171606	ENST00000601995	0.01200	0.02280	19	ENSPTRG00000011583	98
ENSG00000171606	ENST00000595146	0.01200	0.02280	19	ENSPTRG00000011583	98
ENSG00000056277	ENST00000370978			X		
ENSG00000056277	ENST00000447817			X		
ENSG00000120149	ENST00000239243	0.00170	0.00480	5	ENSPTRG00000017548	97
ENSG00000120149	ENST00000507785	0.00170	0.00480	5	ENSPTRG00000017548	97
ENSG00000184967	ENST00000330579			12		
ENSG00000184967	ENST00000541954			12		
ENSG00000184967	ENST00000535343			12		
ENSG00000184967	ENST00000538784			12		
ENSG00000125878	ENST00000246080			20		
ENSG00000125878	ENST00000621005			20		
ENSG00000215343	ENST00000400085	0.02170	0.02730	8	ENSPTRG00000034337	84
ENSG00000215343	ENST00000400078	0.02170	0.02730	8	ENSPTRG00000034337	84
ENSG00000164185	ENST00000296600	0.02360	0.03020	5	ENSPTRG00000017174	95
ENSG00000164185	ENST00000504912	0.02360	0.03020	5	ENSPTRG00000017174	95
ENSG00000164185	ENST00000505843	0.02360	0.03020	5	ENSPTRG00000017174	95
ENSG00000164185	ENST00000514925	0.02360	0.03020	5	ENSPTRG00000017174	95
ENSG00000149311	ENST00000527805	0.00310	0.00840	11	ENSPTRG00000004250	62
ENSG00000149311	ENST00000527891	0.00310	0.00840	11	ENSPTRG00000004250	62
ENSG00000149311	ENST00000532931	0.00310	0.00840	11	ENSPTRG00000004250	62
ENSG00000149311	ENST00000530958	0.00310	0.00840	11	ENSPTRG00000004250	62
ENSG00000149311	ENST00000452508	0.00310	0.00840	11	ENSPTRG00000004250	62
ENSG00000149311	ENST00000526567	0.00310	0.00840	11	ENSPTRG00000004250	62
ENSG00000149311	ENST00000601453	0.00310	0.00840	11	ENSPTRG00000004250	62
